id,code,name,parent_id:id,note,reconcile,type,user_type:id
ECD101090101,1.01.09.01.01,(-) Duplicatas Descontadas,ECD10109,"Contas que registram parcelas a serem subtraídas do circulante, correspondentes a valores das duplicatas descontadas que retificam este grupo",FALSE,other,account.data_account_type_asset
ECD101090103,1.01.09.01.03,(-) Provisões para Créditos de Liquidação Duvidosa,ECD10109,"Contas que registram parcelas a serem subtraídas do circulante, correspondentes a valores das provisões para créditos de liquidação duvidosa que retificam este grupo.",FALSE,other,account.data_account_type_asset
ECD101090105,1.01.09.01.05,(-) Provisão para Ajuste do Estoque ao Valor de Mercado,ECD10109,"Contas que registram parcelas a serem subtraídas do circulante, correspondentes a valores das provisões para ajuste do estoque ao valor de mercado que retificam este grupo.",FALSE,other,account.data_account_type_asset
ECD101090107,1.01.09.01.07,(-) Provisões para Ajuste ao Valor Provável de Realização,ECD10109,"Contas que registram parcelas a serem subtraídas do circulante, correspondentes a valores das provisões para ajuste do estoque ao valor provável de realização que retificam este grupo.",FALSE,other,account.data_account_type_asset
ECD101090190,1.01.09.01.90,(-) Outras Contas Retificadoras,ECD10109,Contas que registram parcelas a serem subtraídas do circulante que não possam ser classificadas nos itens precedentes.,FALSE,other,account.data_account_type_asset
ECD107,1.07,NÃO CIRCULANTE,ECD1,,FALSE,view,account.data_account_type_view
ECD10700,1.07.00,REALIZÁVEL A LONGO PRAZO,ECD107,,FALSE,view,account.data_account_type_view
ECD107000100,1.07.00.01.00,Clientes Não Circulante,ECD10700,"Contas que registram os créditos a receber de terceiros, relativos a eventuais contas de clientes, títulos a receber, adiantamentos, etc., com prazo de recebimento posterior ao exercício seguinte à data do balanço.",TRUE,receivable,account.data_account_type_receivable
ECD107000200,1.07.00.02.00,Créditos com Pessoas Ligadas (Físicas/Jurídicas),ECD10700,"Contas correspondentes a vendas, adiantamentos ou empréstimos a sociedades coligadas ou controladas, diretores, acionistas ou participantes da empresa, que não constituam negócios usuais na exploração do objeto social da pessoa jurídica.",FALSE,other,account.data_account_type_asset
ECD107000300,1.07.00.03.00,Valores Mobiliários,ECD10700,"Contas correspondentes às aplicações em títulos com vencimento posterior ao exercício seguinte, e investimentos em outras sociedades que não tenham caráter permanente, inclusive os feitos com incentivos fiscais.",FALSE,other,account.data_account_type_asset
ECD107000400,1.07.00.04.00,Depósitos Judiciais,ECD10700,"Contas que registram aos depósitos judiciais efetuados, a qualquer título, pendentes de decisão.",FALSE,other,account.data_account_type_asset
ECD107000500,1.07.00.05.00,Créditos Fiscais CSLL - Diferenças Temporárias e Base de Cálculo Negativa,ECD10700,"As companhias abertas, obrigatoriamente, devem informar, nestas contas, o valor dos créditos fiscais com realização após o exercício seguinte e das diferenças temporárias, inclusive as decorrentes da base de cálculo negativa, relativos à CSLL, conforme Deliberação CVM no 273, de 1998.",FALSE,other,account.data_account_type_asset
ECD107000600,1.07.00.06.00,Créditos Fiscais IRPJ - Diferenças Temporárias e Prejuízos Fiscais,ECD10700,"As companhias abertas, obrigatoriamente, devem informar, nestas contas, o valor dos créditos fiscais com realização após o exercício seguinte e das diferenças temporárias, inclusive as decorrentes dos prejuízos fiscais, relativos ao IRPJ, conforme Deliberação CVM no 273, de 1998.",FALSE,other,account.data_account_type_asset
ECD107000700,1.07.00.07.00,Créditos por Contribuições e Doações,ECD10700,"Contas que registram, nas instituições imunes ou isentas, créditos por contribuições ou doações com vencimento após final do exercício subseqüente.",FALSE,other,account.data_account_type_asset
ECD107000800,1.07.00.08.00,Outras Contas Não Circulante,ECD10700,"Contas que registram, entre outras, a soma das contas/subcontas do Realizável a Longo Prazo que registram a correção monetária relativa à diferença, em relação ao ano de 1990, entre o IPC e o BTN Fiscal, na forma estabelecida nos arts. 32 e 33 do Decreto no 332, de 1991.",FALSE,other,account.data_account_type_asset
ECD107009000,1.07.00.90.00,(-) Duplicatas Descontadas,ECD10700,"Contas que registram parcelas a serem subtraídas do circulante, correspondentes a valores das duplicatas descontadas que retificam este grupo",FALSE,other,account.data_account_type_asset
ECD107009300,1.07.00.93.00,(-) Provisões para Créditos de Liquidação Duvidosa,ECD10700,"Contas que registram parcelas a serem subtraídas do circulante, correspondentes a valores das provisões para créditos de liquidação duvidosa que retificam este grupo.",FALSE,other,account.data_account_type_asset
ECD107009500,1.07.00.95.00,(-) Provisões para Ajuste ao Valor Provável de Realização,ECD10700,"Contas que registram parcelas a serem subtraídas do circulante, correspondentes a valores das provisões para ajuste do estoque ao valor provável de realização que retificam este grupo.",FALSE,other,account.data_account_type_asset
ECD107009700,1.07.00.97.00,(-) Outras Contas Retificadoras,ECD10700,Contas que registram parcelas a serem subtraídas do Realizável a Longo Prazo que não possam ser classificadas nos itens precedentes.,FALSE,other,account.data_account_type_asset
ECD10701,1.07.01,INVESTIMENTOS,ECD107,,FALSE,view,account.data_account_type_view
ECD107010100,1.07.01.01.00,Participações Permanentes em Coligadas ou Controladas,ECD10701,"Contas que registram investimentos permanentes, na forma de participação em outras sociedades coligadas e/ou controladas, ainda que se trate de investimento não relevante.",FALSE,other,account.data_account_type_asset
ECD107010200,1.07.01.02.00,Investimentos Decorrentes de Incentivos Fiscais,ECD10701,"Contas que registram os investimentos decorrentes de incentivos fiscais representados por ações novas da Embraer ou de empresas nacionais de informática ou por participação direta decorrente da troca do CI - Certificado de Investimento por ações pertencentes às carteiras de Fundos (Finor, Finam e Fiset). Inclui-se a aquisição de quotas representativas de direitos de comercialização sobre produção de obras audiovisuais cinematográficas brasileiras de produção independente, com projetos previamente aprovados pelo Ministério da Cultura, realizada no mercado de capitais, em ativos previstos em lei e autorizados pela Comissão de Valores Mobiliários (CVM).",FALSE,other,account.data_account_type_asset
ECD107010300,1.07.01.03.00,Outros Investimentos,ECD10701,"Contas correspondentes aos direitos de qualquer natureza que não se destinem à manutenção da atividade da companhia ou da empresa e que não se classifiquem no ativo circulante ou realizável a longo prazo, tais como: o imóvel não utilizado na exploração ou na manutenção das atividades da empresa e que não se destine à revenda, e os recursos florestais destinados à proteção do solo ou à preservação da natureza, entre outros.",FALSE,other,account.data_account_type_asset
ECD107010400,1.07.01.04.00,Ágios em Investimentos,ECD10701,"Contas correspondentes ao ágio por diferença de valor de mercado dos bens, por valor de rentabilidade futura, por fundo de comércio, intangíveis, ou outras razões econômicas.",FALSE,other,account.data_account_type_asset
ECD107010500,1.07.01.05.00,Correção Monetária - Diferença IPC/BTNF (Lei no 8.200/1991),ECD10701,"Contas/subcontas dos investimentos que registram a correção monetária relativa à diferença, em relação ao ano de 1990, entre o IPC e o BTN Fiscal, na forma estabelecida nos arts. 32 e 33 do Decreto no 332, de 1991.",FALSE,other,account.data_account_type_asset
ECD107010600,1.07.01.06.00,Correção Monetária Especial (Lei no 8.200/1991),ECD10701,"Contas/subcontas dos investimentos que registram a correção monetária especial, na forma do art. 44 do Decreto no 332, de 1991.",FALSE,other,account.data_account_type_asset
ECD107010700,1.07.01.07.00,(-) Deságios e Provisão para Perdas Prováveis em Investimentos,ECD10701,"Contas que registram:
a) o deságio por diferença de valor de mercado dos bens, por valor de rentabilidade futura e por fundo de comércio, intangíveis, ou outras razões econômicas; 
b) o valor correspondente à provisão para perdas em investimentos registrados pelo método de custo e à provisão para perdas em investimentos avaliados pelo método da equivalência patrimonial, sendo que, neste último caso, deve ser informado somente o valor das perdas efetivas ou potenciais já previstas, mas não reconhecidas contabilmente pela coligada ou controlada.",FALSE,other,account.data_account_type_asset
ECD107019000,1.07.01.90.00,Outras Contas de Investimentos,ECD10701,Contas que registram bens e direitos classificáveis em Investimentos que não possam ser classificadas nos itens precedentes.,FALSE,other,account.data_account_type_asset
ECD107019700,1.07.01.97.00,(-) Outras Contas Retificadoras,ECD10701,Contas que registram parcelas a serem subtraídas de Investimentos que não possam ser classificadas nos itens precedentes.,FALSE,other,account.data_account_type_asset
ECD10704,1.07.04,IMOBILIZADO,ECD107,,FALSE,view,account.data_account_type_view
ECD107040100,1.07.04.01.00,Terrenos,ECD10704,"Contas que registram os terrenos de propriedade da pessoa jurídica utilizados nas operações, ou seja, onde se localizam a fábrica, os depósitos, os escritórios, as filiais, as lojas, etc., inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens 
Atenção: o valor do terreno onde está em construção uma nova unidade que ainda não esteja em operação também deve ser informado nesta conta.",FALSE,other,account.data_account_type_asset
ECD107040200,1.07.04.02.00,Edifícios e Construções,ECD10704,"Contas que registram os edifícios, melhoramentos e obras integradas aos terrenos, e os serviços e instalações provisórias, necessários à construção e ao andamento das obras, tais como: limpeza do terreno, serviços topográficos, sondagens de reconhecimento, terraplenagem, e outras similares, inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens Atenção: As construções em andamento devem ser informadas na conta Construções em Andamento.",FALSE,other,account.data_account_type_asset
ECD107040201,1.07.04.02.01,Construções em Andamento,ECD10704,"Contas que registram as construções em andamento de edifícios, melhoramentos e obras integradas aos terrenos, e os serviços e instalações provisórias, necessários à construção e ao andamento das obras, tais como: limpeza do terreno, serviços topográficos, sondagens de reconhecimento, terraplenagem, e outras similares, inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens",FALSE,other,account.data_account_type_asset
ECD107040300,1.07.04.03.00,"Equipamentos, Máquinas e Instalações Industriais",ECD10704,"Contas que registram os equipamentos, máquinas e instalações industriais utilizados no processo de produção da pessoa jurídica, inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens",FALSE,other,account.data_account_type_asset
ECD107040400,1.07.04.04.00,Veículos,ECD10704,"Contas que registram os veículos de propriedade da pessoa jurídica. inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens
Atenção: Os veículos de uso direto na produção, como empilhadeiras e similares, devem ser informados na conta Equipamentos, Máquinas e Instalações Industriais.",FALSE,other,account.data_account_type_asset
ECD107040401,1.07.04.04.01,Embarcações,ECD10704,"Contas que registram as embarcações de propriedade da pessoa jurídica., inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens",FALSE,other,account.data_account_type_asset
ECD107040402,1.07.04.04.02,Aeronaves,ECD10704,"Contas que registram as aeronaves de propriedade da pessoa jurídica., inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens",FALSE,other,account.data_account_type_asset
ECD107040500,1.07.04.05.00,"Móveis, Utensílios e Instalações Comerciais",ECD10704,"Contas que registram os móveis, utensílios e instalações comerciais., inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens",FALSE,other,account.data_account_type_asset
ECD107040600,1.07.04.06.00,Recursos Minerais,ECD10704,"Contas que registram os direitos de exploração de jazidas de minério, de pedras preciosas, e similares, inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens",FALSE,other,account.data_account_type_asset
ECD107040700,1.07.04.07.00,Florestamento e Reflorestamento,ECD10704,"Contas que registram os recursos florestais destinados à exploração dos respectivos frutos e ao corte para comercialização, consumo ou industrialização, inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens",FALSE,other,account.data_account_type_asset
ECD107040800,1.07.04.08.00,Direitos Contratuais de Exploração de Florestas,ECD10704,"Contas que registram os direitos contratuais de exploração de florestas com prazo de exploração superior a dois anos., inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens",FALSE,other,account.data_account_type_asset
ECD107040900,1.07.04.09.00,Outras Imobilizações,ECD10704,"Contas que registram outras imobilizações, tais como: benfeitorias em propriedades arrendadas que se incorporam ao imóvel arrendado e revertem ao proprietário do imóvel ao final da locação, adiantamentos para inversões fixas, reprodutores, matrizes e as culturas permanentes da atividade rural, e similares, inclusive os decorrentes de operações que transfiram à companhia os benefícios, riscos e controle desses bens",FALSE,other,account.data_account_type_asset
ECD107041000,1.07.04.10.00,Correção Monetária - Diferença IPC/BTNF (Lei no 8.200/1991),ECD10704,"Contas/subcontas do imobilizado que registram a correção monetária relativa à diferença, em relação ao ano de 1990, entre o IPC e o BTN Fiscal, na forma estabelecida nos arts. 32 e 33 do Decreto no 332, de 1991.",FALSE,other,account.data_account_type_asset
ECD107041100,1.07.04.11.00,Correção Monetária Especial (Lei no 8.200/1991),ECD10704,"Contas/subcontas do imobilizado que registram a correção monetária especial na forma do art. 44 do Decreto no 332, de 1991.",FALSE,other,account.data_account_type_asset
ECD107041200,1.07.04.12.00,"(-) Depreciações, Amortizações e Quotas de Exaustão",ECD10704,"Contas que registram as depreciações, amortizações e quotas de exaustão das contas do imobilizado.",FALSE,other,account.data_account_type_asset
ECD107049000,1.07.04.90.00,(-) Outras Contas Redutoras do Imobilizado,ECD10704,"Outras contas redutoras do Imobilizado, inclusive a provisão para perda decorrente da análise de recuperação (art. 183, §3º, da Lei 6.404/76)",FALSE,other,account.data_account_type_asset
ECD10705,1.07.05,INTANGÍVEL,ECD107,,FALSE,view,account.data_account_type_view
ECD107050100,1.07.05.01.00,Concessões,ECD10705,Contas que registram os custos com aquisição de concessões,FALSE,other,account.data_account_type_asset
ECD107050300,1.07.05.03.00,Marcas e Patentes,ECD10705,Contas que registram os custos com aquisição de marcas e patentes,FALSE,other,account.data_account_type_asset
ECD107050500,1.07.05.05.00,Direitos Autorais,ECD10705,Contas que registram os custos com aquisição de direitos autorais,FALSE,other,account.data_account_type_asset
ECD107050700,1.07.05.07.00,Fundo de Comércio,ECD10705,Contas que registram os custos com aquisição de fundos de comércio,FALSE,other,account.data_account_type_asset
ECD107050900,1.07.05.09.00,Software ou Programas de Computador,ECD10705,Contas que registram os custos com aquisição/desenvolvimento de programas de computador,FALSE,other,account.data_account_type_asset
ECD107051100,1.07.05.11.00,Franquias,ECD10705,Contas que registram os custos com aquisição de franquias,FALSE,other,account.data_account_type_asset
ECD107051300,1.07.05.13.00,Desenvolvimento de Produtos,ECD10705,Contas que registram os custos com o desenvolvimento de novos produtos,FALSE,other,account.data_account_type_asset
ECD107051500,1.07.05.15.00,Outras,ECD10705,Contas que registram os custos com aquisição de outros itens classificáveis no intangível,FALSE,other,account.data_account_type_asset
ECD107059000,1.07.05.90.00,(-) Amortização do Intangível,ECD10705,Contas correspondentes à amortização das contas do ativo intangível,FALSE,other,account.data_account_type_asset
ECD107059700,1.07.05.97.00,(-) Outras Contas Redutoras do Intangível,ECD10705,"Outras contas redutoras o intangível, inclusive a provisão para perda decorrente da análise de recuperação (art. 183, §3º, da Lei 6.404/76)",FALSE,other,account.data_account_type_asset
ECD10707,1.07.07,DIFERIDO,ECD107,,FALSE,view,account.data_account_type_view
ECD107070100,1.07.07.01.00,Despesas Pré-Operacionais ou Pré-Industriais,ECD10707,"Contas que registram os gastos de organização e administração, encargos financeiros líquidos, estudos, projetos e detalhamentos, juros a acionista na fase de implantação e gastos preliminares de operação. O saldo existente em 31 de dezembro de 2008 no ativo diferido que, pela sua natureza, não puder ser alocado a outro grupo de contas, poderá permanecer no ativo sob essa classificação até sua completa amortização, sujeito à análise sobre a recuperação",FALSE,other,account.data_account_type_asset
ECD107070200,1.07.07.02.00,Despesas com Pesquisas Científicas ou Tecnológicas,ECD10707,"Contas que registram os gastos com pesquisa científica ou tecnológica. O saldo existente em 31 de dezembro de 2008 no ativo diferido que, pela sua natureza, não puder ser alocado a outro grupo de contas, poderá permanecer no ativo sob essa classificação até sua completa amortização, sujeito à análise sobre a recuperação",FALSE,other,account.data_account_type_asset
ECD107070300,1.07.07.03.00,Demais Aplicações em Despesas Amortizáveis,ECD10707,"Contas que registram os gastos com pesquisas e desenvolvimento de produtos, com a implantação de sistemas e métodos e com reorganização. O saldo existente em 31 de dezembro de 2008 no ativo diferido que, pela sua natureza, não puder ser alocado a outro grupo de contas, poderá permanecer no ativo sob essa classificação até sua completa amortização, sujeito à análise sobre a recuperação",FALSE,other,account.data_account_type_asset
ECD107070400,1.07.07.04.00,Correção Monetária - Diferença IPC/BTNF (Lei no 8.200/1991),ECD10707,"Contas/subcontas do ativo diferido que registram a correção monetária relativa à diferença, em relação ao ano de 1990, entre o IPC e o BTN Fiscal, na forma estabelecida nos arts. 32 e 33 do Decreto no 332, de 1991.",FALSE,other,account.data_account_type_asset
ECD107070500,1.07.07.05.00,Correção Monetária Especial (Lei no 8.200/1991),ECD10707,"Contas/subcontas do ativo diferido que registram a correção monetária especial, na forma do art. 44 do Decreto no 332, de 1991.",FALSE,other,account.data_account_type_asset
ECD107070600,1.07.07.06.00,(-) Amortização do Diferido,ECD10707,Contas correspondentes à amortização das contas do ativo diferido.,FALSE,other,account.data_account_type_asset
ECD2,2,PASSIVO,ECD0,,FALSE,view,account.data_account_type_view
ECD201,2.01,CIRCULANTE,ECD2,,FALSE,view,account.data_account_type_view
ECD20101,2.01.01,OBRIGAÇÕES DE CURTO PRAZO,ECD201,,FALSE,view,account.data_account_type_view
ECD201010100,2.01.01.01.00,Fornecedores Circulante,ECD20101,"Contas que registram o valor a pagar correspondentes à compra de matérias-primas, bens, insumos e mercadorias.(Podem ser informados, também, os adiantamentos de clientes efetuados até 31.12.2008)",TRUE,payable,account.data_account_type_payable
ECD201010101,2.01.01.01.01,Adiantamentos de Clientes,ECD20101,Contas que registram o valor correspondente a adiantamentos de clientes.,TRUE,receivable,account.data_account_type_receivable
ECD201010201,2.01.01.02.01,Financiamentos a Curto Prazo - Sistema Financeiro Nacional,ECD20101,"Contas que registram os credores por financiamentos a curto prazo, obtidos junto ao Sistema Financeiro Nacional, encargos financeiros a transcorrer e juros a pagar de empréstimos e financiamentos. Atenção: as obrigações resultantes de operações de Arrendamento Mercantil (Leasing Financeiro) devem ser informadas na conta Financiamentos a Curto Prazo - Outros.",FALSE,other,account.data_account_type_liability
ECD201010202,2.01.01.02.02,Arrendamento Mercantil (Financeiro) a Curto Prazo - Sistema Financeiro Nacional,ECD20101,Contas que registram as obrigações de curto prazo relativas a arrendamento mercantil financeiro contratado junto a empresas integrantes do Sistema Financeiro Nacional,FALSE,other,account.data_account_type_liability
