id,code,name,parent_id:id,user_type_id:id,reconcile,chart_template_id:id
1_1_2_01_004_00000,1.1.2.01.004.00000,CLIENTES EXTERIOR,1_1_2_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_2_01_004_00001,1.1.2.01.004.00001,Clientes exterior,1_1_2_01_004_00000,account.data_account_type_receivable,TRUE,tko_pjcontabil_coa_template
1_1_3_00_000_00000,1.1.3.00.000.00000,OUTROS CREDITOS,1_1_0_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_000_00000,1.1.3.01.000.00000,OUTROS CREDITOS,1_1_3_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_001_00000,1.1.3.01.001.00000,BANCOS CONTA VINCULADA,1_1_3_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_002_00000,1.1.3.01.002.00000,TITULOS A RECEBER,1_1_3_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_002_00001,1.1.3.01.002.00001,Titulos a receber,1_1_3_01_002_00000,account.data_account_type_receivable,TRUE,tko_pjcontabil_coa_template
1_1_3_01_002_00002,1.1.3.01.002.00002,Valor a Receber Curto Prazo,1_1_3_01_002_00000,account.data_account_type_receivable,TRUE,tko_pjcontabil_coa_template
1_1_3_01_002_00003,1.1.3.01.002.00003,Juros a receber - Curto Prazo,1_1_3_01_002_00000,account.data_account_type_other_income,TRUE,tko_pjcontabil_coa_template
1_1_3_01_002_00004,1.1.3.01.002.00004,Juros a apropriar Longo Prazo,1_1_3_01_002_00000,account.data_account_type_other_income,FALSE,tko_pjcontabil_coa_template
1_1_3_01_003_00000,1.1.3.01.003.00000,CHEQUES EM COBRANCA,1_1_3_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_004_00000,1.1.3.01.004.00000,DIVIDENDOS A RECEBER,1_1_3_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_005_00000,1.1.3.01.005.00000,IMPORTACOES EM ANDAMENTO,1_1_3_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_005_00001,1.1.3.01.005.00001,Importacoes em andamento,1_1_3_01_005_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_006_00000,1.1.3.01.006.00000,ADIANTAMENTOS A FORNECEDORES,1_1_3_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_006_00001,1.1.3.01.006.00001,Adiantamentos a fornecedores,1_1_3_01_006_00000,account.data_account_type_receivable,TRUE,tko_pjcontabil_coa_template
1_1_3_01_007_00000,1.1.3.01.007.00000,ADIANTAMENTOS A EMPREGADOS,1_1_3_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_007_00001,1.1.3.01.007.00001,Salarios,1_1_3_01_007_00000,account.data_account_type_payable,TRUE,tko_pjcontabil_coa_template
1_1_3_01_007_00002,1.1.3.01.007.00002,13o salario,1_1_3_01_007_00000,account.data_account_type_payable,TRUE,tko_pjcontabil_coa_template
1_1_3_01_007_00003,1.1.3.01.007.00003,Adiantamento de Ferias,1_1_3_01_007_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_008_00000,1.1.3.01.008.00000,ADIANTAMENTO AO SÓCIOS,1_1_3_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_008_00001,1.1.3.01.008.00001,Adiantamento aos Sócios,1_1_3_01_008_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_008_00002,1.1.3.01.008.00002,Adiantamento Diversos a Classificar,1_1_3_01_008_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00000,1.1.3.01.009.00000,TRIBUTOS A RECUPERAR / COMPENSAR,1_1_3_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00001,1.1.3.01.009.00001,IPI a recuperar,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00002,1.1.3.01.009.00002,ICMS a recuperar,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00003,1.1.3.01.009.00003,IR Retido na fonte,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00004,1.1.3.01.009.00004,IR pago por estimativa,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00005,1.1.3.01.009.00005,CSSL paga por estimativa,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00006,1.1.3.01.009.00006,Tributos pago a maior ou indevidamente,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00007,1.1.3.01.009.00007,CSSL retida na fonte a compensar,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00008,1.1.3.01.009.00008,COFINS retida na fonte a compensar,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00009,1.1.3.01.009.00009,PIS-PASEP Retido na fonte a compensar,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00010,1.1.3.01.009.00010,INSS retido na fonte a compensar,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00011,1.1.3.01.009.00011,Bonus de adimplencia fiscal a compensar,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00012,1.1.3.01.009.00012,Cofins a recuperar,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00013,1.1.3.01.009.00013,PIS-PASEP a recuperar,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00014,1.1.3.01.009.00014,Cofins a recuperar - credito presumido,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00015,1.1.3.01.009.00015,PIS-PASEP a recuperar credito presumido,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_009_00016,1.1.3.01.009.00016,ISS a Recuperar,1_1_3_01_009_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_3_01_010_00000,1.1.3.01.010.00000,JUROS SOBRE O CAPITAL PROPRIO,1_1_3_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_3_01_010_00001,1.1.3.01.010.00001,Juros s/ o capital proprio a receber,1_1_3_01_010_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_4_00_000_00000,1.1.4.00.000.00000,APLICACOES FINANCEIRAS,1_1_0_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_4_01_000_00000,1.1.4.01.000.00000,APLICACOES FINANCEIRAS,1_1_4_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_4_01_001_00000,1.1.4.01.001.00000,APLICACOES FINANC. C/ REND. POS-FIXADOS,1_1_4_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_4_01_002_00000,1.1.4.01.002.00000,APLICACOES FINANC. C/ REND. PREFIXADOS,1_1_4_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_4_01_003_00000,1.1.4.01.003.00000,ACOES,1_1_4_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_4_01_004_00000,1.1.4.01.004.00000,DEBENTURES,1_1_4_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_4_01_004_00001,1.1.4.01.004.00001,Valor nominal,1_1_4_01_004_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_4_01_004_00002,1.1.4.01.004.00002,( - ) Desagio a apropriar,1_1_4_01_004_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_5_00_000_00000,1.1.5.00.000.00000,ESTOQUES,1_1_0_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_5_01_000_00000,1.1.5.01.000.00000,ESTOQUES,1_1_5_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_5_01_001_00000,1.1.5.01.001.00000,"MERCADORIAS, PRODUTOS E INSUMOS",1_1_5_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_5_01_001_00001,1.1.5.01.001.00001,Mercadorias para revenda,1_1_5_01_001_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_5_01_001_00002,1.1.5.01.001.00002,Materias - primas,1_1_5_01_001_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_5_01_001_00003,1.1.5.01.001.00003,Material de acondicionamento,1_1_5_01_001_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_5_01_001_00004,1.1.5.01.001.00004,Outros materiais de consumo industrial,1_1_5_01_001_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_5_01_001_00005,1.1.5.01.001.00005,Produtos acabados,1_1_5_01_001_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_5_01_001_00006,1.1.5.01.001.00006,Produtos em elaboracao,1_1_5_01_001_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_5_01_002_00000,1.1.5.01.002.00000,ALMOXARIFADO,1_1_5_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_5_01_002_00001,1.1.5.01.002.00001,Almoxarifado em manutencao,1_1_5_01_002_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_5_01_002_00002,1.1.5.01.002.00002,Almoxarifado administrativo,1_1_5_01_002_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_5_01_003_00000,1.1.5.01.003.00000,( - ) PROV.P/ AJUSTE AO VALOR DE MERCADO,1_1_5_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_5_01_003_00001,1.1.5.01.003.00001,Ajuste ao valor de mercado,1_1_5_01_003_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_6_00_000_00000,1.1.6.00.000.00000,DESPESAS PAGAS ANTECIPADAMENTE,1_1_0_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_6_01_000_00000,1.1.6.01.000.00000,DESPESAS PAGAS ANTECIPADAMENTE,1_1_6_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_6_01_001_00000,1.1.6.01.001.00000,DESPESAS DE MESES SEGUINTES,1_1_6_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_6_01_001_00001,1.1.6.01.001.00001,Premios de seguro a apropriar,1_1_6_01_001_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_6_01_001_00002,1.1.6.01.001.00002,Assinaturas e anuidades,1_1_6_01_001_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_6_01_002_00000,1.1.6.01.002.00000,DESPESAS DO EXERCICIO SEGUINTE,1_1_6_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_1_6_01_002_00001,1.1.6.01.002.00001,Premios de seguros a apropriar,1_1_6_01_002_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_1_6_01_002_00002,1.1.6.01.002.00002,Assinaturas e anuidades,1_1_6_01_002_00000,account.data_account_type_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_0_00_000_00000,1.2.0.00.000.00000,ATIVO NÃO CIRCULANTE,1_0_0_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_00_000_00000,1.2.1.00.000.00000,ATIVO REALIZAVEL A LONGO PRAZO,1_2_0_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_01_000_00000,1.2.1.01.000.00000,CLIENTES,1_2_1_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_01_001_00000,1.2.1.01.001.00000,DUPLICATAS A RECEBER,1_2_1_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_01_001_00001,1.2.1.01.001.00001,DUPLICATAS A RECEBER,1_2_1_01_001_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_01_002_00000,1.2.1.01.002.00000,( - ) DUPLICATAS DESCONTADAS,1_2_1_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_01_002_00001,1.2.1.01.002.00001,( - ) DUPLICATAS DESCONTADAS,1_2_1_01_002_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_01_003_00000,1.2.1.01.003.00000,( - ) CREDITOS VENCIDOS E NAO LIQUIDADOS,1_2_1_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_01_003_00001,1.2.1.01.003.00001,( - ) CREDITOS VENCIDOS E NAO LIQUIDADOS,1_2_1_01_003_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_000_00000,1.2.1.02.000.00000,OUTROS CREDITOS,1_2_1_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_02_001_00000,1.2.1.02.001.00000,TITULOS A RECEBER,1_2_1_02_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_02_001_00001,1.2.1.02.001.00001,TITULOS A RECEBER,1_2_1_02_001_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_001_00002,1.2.1.02.001.00002,Valores a Receber Longo Prazo,1_2_1_02_001_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_001_00003,1.2.1.02.001.00003,Juros a Receber Longo Prazo,1_2_1_02_001_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_001_00004,1.2.1.02.001.00004,Juros a apropriar Longo Prazo,1_2_1_02_001_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_002_00000,1.2.1.02.002.00000,BANCOS CONTA VINCULADA,1_2_1_02_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_02_002_00001,1.2.1.02.002.00001,BANCOS CONTA VINCULADA,1_2_1_02_002_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_003_00000,1.2.1.02.003.00000,"CONTROLADORA, CONTROLADAS E COLIGADAS",1_2_1_02_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_02_004_00000,1.2.1.02.004.00000,"SOCIOS, ADMINIST. E PESSOAS LIGADAS",1_2_1_02_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_02_004_00001,1.2.1.02.004.00001,Creditos Pessoas Fisicas,1_2_1_02_004_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_004_00002,1.2.1.02.004.00002,Creditos Pessoas Juridicas,1_2_1_02_004_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_005_00000,1.2.1.02.005.00000,APLICACOES FINANCEIRAS,1_2_1_02_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_02_006_00000,1.2.1.02.006.00000,DEPOSITOS JUDICIAIS,1_2_1_02_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_02_007_00000,1.2.1.02.007.00000,EMPRESTIMOS COMPULSORIOS,1_2_1_02_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_02_007_00001,1.2.1.02.007.00001,Obrigacoes da eletrobras,1_2_1_02_007_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_007_00002,1.2.1.02.007.00002,Creditos da eletrobras,1_2_1_02_007_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_007_00003,1.2.1.02.007.00003,Emprestimo compul. s/ comb. e veiculos,1_2_1_02_007_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_007_00004,1.2.1.02.007.00004,( - ) Provisao para perdas,1_2_1_02_007_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_008_00000,1.2.1.02.008.00000,TRIBUTOS A RECUPERAR,1_2_1_02_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_02_009_00000,1.2.1.02.009.00000,DEPOSITOS POR INCENTIVOS FICAIS,1_2_1_02_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_1_02_009_00001,1.2.1.02.009.00001,Finor,1_2_1_02_009_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_1_02_009_00002,1.2.1.02.009.00002,Finam,1_2_1_02_009_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_00_000_00000,1.2.2.00.000.00000,INVESTIMENTOS,1_2_0_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_2_01_000_00000,1.2.2.01.000.00000,INVESTIMENTOS,1_2_2_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_2_01_001_00000,1.2.2.01.001.00000,CONTROLADAS E COLIGADAS - EQUIV. PATRIM.,1_2_2_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_2_01_001_00001,1.2.2.01.001.00001,"Controlada ""A"" - Valor patrimonial""",1_2_2_01_001_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_001_00002,1.2.2.01.001.00002,"Controlada ""A"" - Agio na aquisicao""",1_2_2_01_001_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_001_00003,1.2.2.01.001.00003,"(-) Controlada ""A"" Amort. Acum. agio",1_2_2_01_001_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_001_00004,1.2.2.01.001.00004,"(-)Controlada ""A"" Desagio na aquisicao",1_2_2_01_001_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_001_00005,1.2.2.01.001.00005,"Controlada ""A"" Amort. acum. desagio",1_2_2_01_001_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_002_00000,1.2.2.01.002.00000,CONTROLADAS E COLIGADAS CUSTO CORRIGIDO,1_2_2_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_2_01_003_00000,1.2.2.01.003.00000,OUTRAS PARTICIPACOES SOCIETARIAS,1_2_2_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_2_01_004_00000,1.2.2.01.004.00000,PARTICIPACOES POR INCENTIVOS FISCAIS,1_2_2_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_2_01_004_00001,1.2.2.01.004.00001,Finor,1_2_2_01_004_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_004_00002,1.2.2.01.004.00002,Finam,1_2_2_01_004_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_005_00000,1.2.2.01.005.00000,IMOVEIS NAO DESTINADOS AO USO,1_2_2_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_2_01_005_00001,1.2.2.01.005.00001,Consorcio Veiculos,1_2_2_01_005_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_006_00000,1.2.2.01.006.00000,OUTROS INVESTIMENTOS PERMANENTES,1_2_2_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_2_01_006_00001,1.2.2.01.006.00001,Obrigacoes da Eletrobras,1_2_2_01_006_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_006_00002,1.2.2.01.006.00002,Creditos da Eletrobras,1_2_2_01_006_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_006_00003,1.2.2.01.006.00003,Emprestimo compulsorio s/ comb. e veic.,1_2_2_01_006_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_006_00004,1.2.2.01.006.00004,Objetos de arte,1_2_2_01_006_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_006_00005,1.2.2.01.006.00005,Caucoes permanentes,1_2_2_01_006_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_007_00000,1.2.2.01.007.00000,(-) PROVISAO PARA PERDAS PERMANENTES,1_2_2_01_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_2_01_007_00001,1.2.2.01.007.00001,(-) Controladas e coligadas equiv. patr.,1_2_2_01_007_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_007_00002,1.2.2.01.007.00002,(-)Controladas e coligadas custo corrido,1_2_2_01_007_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_007_00003,1.2.2.01.007.00003,(-) Outras participacoes societarias,1_2_2_01_007_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_007_00004,1.2.2.01.007.00004,(-) Participacoes por incentivos fiscais,1_2_2_01_007_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_007_00005,1.2.2.01.007.00005,(-) Imoveis nao destinado ao uso,1_2_2_01_007_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_2_01_007_00006,1.2.2.01.007.00006,(-) Outros investimentos permanentes,1_2_2_01_007_00000,account.data_account_type_non_current_assets,FALSE,tko_pjcontabil_coa_template
1_2_3_00_000_00000,1.2.3.00.000.00000,IMOBILIZADO,1_2_0_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
1_2_3_01_000_00000,1.2.3.01.000.00000,BENS IMOVEIS,1_2_3_00_000_00000,account_parent.data_account_type_view,FALSE,tko_pjcontabil_coa_template
